mbid,artist,bio,listeners,playcount,similar_artist
70cb4669-ad7a-4d5c-b99e-7582df393cc7,Snow,"There is more than one artist with the stage name Snow: 

1) Snow (born Darrin O'Brien on October 30, 1968 in North York, Ontario) is an award-winning Canadian reggae musician. His music is an interplay between reggae, dancehall with toasting and singjaying.

One of his neighboring Jamaican families introduced him as a teenager to reggae and began calling him ""Snow"" and ""Snow White"". In 1988, Jamaican-born DJ Marvin Prince witnessed O'Brien deejaying at a party in Toronto and the two quickly became friends. Read more on Last.fm",404282,2663825,Vanilla Ice
7bd66c18-cb33-49aa-9279-140acedbdb49,Ty Dolla $ign,"Tyrone Griffin (born April 13, 1982), better known by his stage name Ty Dolla Sign (stylized as Ty Dolla $ign or Ty$), is an American singer, rapper and producer from Los Angeles, California. He is currently signed to Wiz Khalifa's Taylor Gang Records and Atlantic Records.

The son of a musician from Lakeside, Ty Dolla $ign originally began his career in music by learning the bass guitar. Since then, he has learned several instruments, from the drums, guitars, and keyboard to the MPC. Read more on Last.fm",1643314,29276948,Kanye West
d17ca2e8-66ef-4eee-a229-c296f5a018d5,Natan El Profeta, Read more on Last.fm,1655,20148,Abdi
efa56203-008a-422a-a863-4ddda4dc3aa4,Anonimus,"ATTENTION!! THIS IS A DIFFERENT ARTIST ""ANONIMUS"" FROM THE A.N.O.N.I.M.U.S. (AKA) ANO. PLEASE BE AWARE OF THE DIFFERENCE IS THESE TWO ARTISTS!! Read more on Last.fm",23521,188033,Benny Benni
ea206150-a4ac-4a3f-ac61-fd24bb7970f9,Skittles,"1) Manchester lyricist Skittles is unique in his ability to not only consistently write innovative, inspiring and true hip hop lyrics but also complement them with his own individual productions using a mixture of live instruments and digital production methods, Skittles is set to have a big year in 2012.

http://www.blog.oneguycalledskittles.com


2) London-based Antipodean DJ/producer.

3) Russian metalcore band.

4) A lesbian rapper from Brooklyn, New York. Read more on Last.fm",7473,55255,Lunar C
640b8731-a797-4956-88df-df5d308d6938,Dudu,"Eduardo Santos Lima, mais conhecido como Dudu, nasceu em Vitória, no Espírito Santo, em 2002. Apesar da pouca idade, acumulou diversos títulos nas batalhas de MCs, onde, com o passar do tempo e com seu flow diferenciado, ganhou notoriedade dentro da cena do Trap Nacional. Read more on Last.fm",75303,2889184,Leozin
af256aa5-4bc7-4aca-9b89-55ca26fe5468,Odd Nosdam,"Odd Nosdam, real name David Madson, from Cincinnati, Ohio, USA, is a visual artist, DJ, record producer and member of the Anticon hip hop collective. Madson has performed in, produced and designed cover art for the alternative hip-hop bands Greenthink, cLOUDDEAD and Reaching Quiet, as well as releasing a variety of solo works, including Burner (2005, Anticon), No More Wig For Ohio (2003, Anticon), Reject Odd Nosdam (2001, self released), and Plan 9, Meat Your Hypnotis. Read more on Last.fm",141419,2683054,cLOUDDEAD
5dfb7523-e2c4-4fb4-9767-3fa1482ed74b,Jesse Scott, Read more on Last.fm,86,561,"10AGE, Ramil'"
7a0320ff-f3e2-45fc-82e0-76d99862f8a1,M7,"1. French rapper.

2. Portuguese rapper from Porto. Associated with the Syzygy act, recorded the ""Martataca"" mixtape in 2008.

2. OYA? was formed with ,the leader of a PUROGURE animation community, and Mr. Raiden Yuzawa of RX, and Mark which should be pursuing progressive rock woke up to POPS suddenly, and formed m7. He who sold simultaneously with a maniac fusion lock route from his school days in fact, and was pursuing Line POPS once stopped musical activities of the self of the 90s which was swaying to Rock considerably Read more on Last.fm",1870,15712,Isolated Incident
933ac650-8913-433d-a56c-deb1470a8b9b,LFERDA, Read more on Last.fm,4224,126598,7liwa
126deda1-95fc-4c1e-991d-998a191c700c,Made in M,"Made in M, whose real name is Carlos Meyer García, is a Spanish lo-fi beats producer. The artist established Made in M in early 2015. 

Carlos Meyer García was born in Madrid and is currently based in Berlin. He is a member of the Spanish collective fanso and the German collective c o t a.

Made in M's debut album, titled ""Sumergido,"" was a collaborative effort with Juan Rios and was released on May 27, 2015, under Guayaba Records.

The artist's second album Read more on Last.fm",333833,2495126,SMUV
030cf5e5-b5d8-4a66-a291-0a7fe4b4b075,Black Kray,"Timothy O'Neal Mills, known as Black Kray (aka Sickboyrari, 10k Motorola, Gvcci Kray, LA Goth, $B K R 4 Y, Lil Rari, Lil Shyne, Skater Kray, Baby Moët, Foreighn Jetski, Persian Cellphone Prince, Ferrari Kray, Persion Goth Unicorn, Lil Timothy, Icedoutuzi, Gold Mouf Princess, Dovesshyne, Lilwi✞chhouseshadowy, 40k Elsa, #1 Hoodpunk, 400 Dagree Gothbwoi, Teezy F Baby Israel, skt8brdt and more), is a Virginia-based rapper, producer, film director, and founder of the collective and clothing brand Goth Money Records.  Read more on Last.fm",255085,19256762,SICKBOYRARI
ab2528d9-719f-4261-8098-21849222a0f2,Stromae,"Paul Van Haver (pronounced : pɔl vɑn ɦɑvər) (born 12 March 1985, Brussels), better known by his stage name Stromae [stʁɔmaj], is a Belgian musician, producer, singer, rapper and songwriter. Stromae was born to a Rwandan father, Pierre Rutare, and a Belgian mother, Miranda Marie Van Haver. He is originally from Laeken, in Brussels. He established himself in both the hip hop and electronic music genres. Stromae came to wide public attention in 2009 with his song ""Alors on danse"", which became a number one in several European countries. Read more on Last.fm",1991337,59519994,Indila
a6a4c910-2b22-4a6f-aebe-805b176c47b8,Fat Joe,"Fat Joe (born Joseph Cartagena on August 19, 1970) is a American rapper of Puerto Rican and Cuban heritage. Born and brought up in the Bronx, Joe was popular in the large underground hip hop scene during the early and mid-1990s. During this period, Joe was affiliated with KRS-One — there are pictures online at KRS-One's Temple of Hiphop site showing the pair drawing graffiti (""bombing"") together. He is also the most widely known member of the D. Read more on Last.fm",1418202,11605007,Ja Rule
e811eebb-a14f-49fa-9842-a712fda0063e,Prezi, Read more on Last.fm,5238,33993,J. Stalin
39a973f2-0785-4ef6-90d9-551378864f89,Pete Rock,"Rapper, DJ, and producer Pete Rock first emerged in 1991 as one half of a duo with C.L. Smooth, debuting with the All Souled Out EP. A hit LP, Mecca and the Soul Brother, followed before the two went their separate ways in the wake of 1994's The Main Ingredient, with Rock remaining a prolific studio presence prior to the release of his solo debut, Soul Survivor, on Loud/RCA four years later. Dropped from the label, he continued his career as an independent producer, and later signed to Rapster/BBE in 2001 for PeteStrumentals. Read more on Last.fm",596118,9149225,Pete Rock & C.L. Smooth
e5a1e5fa-fd7e-4e10-aa84-f51cbdb1e3fd,Bardero$,"C.R.O también pertenece al dúo BARDERO$ junto a HOMER EL MERO MERO, otro reconocido rapero de la escena.

En 2014, C.R.O y HOMER deciden formar BARDERO$, proyecto con el cual desembarcan en Buenos Aires.

Luego de dos años de intenso trabajo, varios discos publicados e incontables shows alrededor del país y países limítrofes, BARDERO$ logra proyectarse como una de las grandes promesas de la escena urbana hispanoparlante. Durante los próximos meses, C. Read more on Last.fm",59946,3823762,Homer El Mero Mero
768ba077-c2ae-4c59-9212-5ff05c8db0f7,Gadiel,"Playing reggaeton since 1997, Gadiel Veguilla is younger brother of Llandel Veguilla from the Reggaeton duo Wisin y Yandel. Along with release of videoclip ""Pegate"", he announced his solo career officially. Read more on Last.fm",31318,171493,Jayko
31e5f6d0-642d-462c-b892-1c711374a818,Ray Rizzy, Read more on Last.fm,379,1888,J-Bar
b1e26560-60e5-4236-bbdb-9aa5a8d5ee19,Post Malone,"Austin Richard Post, known professionally as Post Malone, is an American rapper, singer, songwriter, record producer, and actor, born on July 4, 1995. He is recognized for blending a variety of music genres, including hip-hop, pop, R&B, trap, and country. His stage name was created by entering his birth name into a rap name generator.

Post Malone began his music career in 2011 and gained significant attention with his debut single ""White Iverson"" in 2015, which peaked at number 14 on the Billboard Hot 100. Read more on Last.fm",3483537,326543547,Tyla Yaweh
e08f0176-5de9-4452-8d39-00e5ab2429cc,Kaliber 44,"Kaliber 44 is a Polish hip hop band; formed in 1994 in Katowice, Poland by Piotr Łuszcz  (""Magik"")  1978-2000 (*) , Marcin Marten (""Abradab"") and Michał Marten (""Joka"") 1977-2025 (*) .
Since that time Kaliber 44 consists of only one member - Abradab.
The band has released four albums. The first album called ""Księga Tajemnicza. Prolog"" (""The Mysterious Book. Prologue"") was released in 1996 and created a new genre - so called ""hardcore psychorap"". Read more on Last.fm",133013,9758569,Paktofonika
8eafb7d4-483b-4d9f-9ee6-348cca34f67d,Shé, Read more on Last.fm,12265,367663,Endecah
b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Eminem,"Marshall Bruce Mathers III (born October 17, 1972 in St. Joseph, MO), known professionally as Eminem (stylized as EMINƎM), is an American rapper, songwriter, and record producer. He is credited with popularizing hip-hop in Middle America and is regarded as one of the greatest rappers of all time. His success is considered to have broken racial barriers to the acceptance of white rappers in popular music. While much of his transgressive work during the late 1990s and early 2000s made him a controversial figure Read more on Last.fm",7726026,561177490,D12
61abe51a-54e6-486a-b6b5-dc60a0e35ab6,Yomo,"Eight million, five hundred and twenty nine thousand, four hundred and eighty nine total plays on MySpace.com as of April 2nd, 2009.  Today – May 20th, 2009 – 10,332,330!  

Jose Alberto Torres, known for his high impact energetic performances as “Yomo,” is awakening the Latin Music Industry with the new urban/crossover sound.  The Black Pearl Intl. Record Star continues to excite crowds winning them over with his charm and outgoing on-stage persona. Read more on Last.fm",90714,483476,"Franco ""El Gorila"""
3c490f79-d333-47d6-8a4a-8d676da4d1d2,Paulo Londra,"Paulo Ezequiel Londra Farías, más conocido como Paulo Londra (Córdoba, Argentina; 12 de abril de 1998) es un rapero, cantante, compositor y músico argentino

 Read more on Last.fm",378063,16283194,LIT killah
ee9f456b-15da-4cdc-a5b2-39523631ae89,Coin Banks, Read more on Last.fm,12173,74917,L-Fresh the Lion
794089a3-5f07-4db6-b5dd-9cb5e962f769,Sr. Wilson, Read more on Last.fm,4042,28291,ganjahr family
472bfc64-537c-4df2-b5b7-fb14d7d7cd96,Murda,"Önder Doğan (born 30 January 1984 in Amsterdam, Netherlands), better known by his stage name Murda, is a Dutch-Turkish rapper and songwriter. He is known for his collaboration with fellow rapper Ezhel on various songs. Read more on Last.fm",78860,2978917,Ezhel
6263e410-9c06-4031-937c-e3dd2f6aa95e,Renz Young, Read more on Last.fm,2723,10457,Freedom Stratton
ed29f721-0d40-4a90-9f25-a91c2ccccd5e,AP Dhillon,"Amritpal Singh Dhillon (b. [birthdate]January 10, 1993[/birthdate]), known as AP Dhillon, is an Indian singer, rapper, songwriter and record producer associated with Punjabi music who lives in Victoria, Canada. Five of his singles have peaked on the Official Charts Company UK Asian and Punjabi charts, while ""Majhail"" and ""Brown Munde"" have topped Billboard charts.

Dhillon started his career in 2019 with the single ""Fake"" with Shinda Kahlon. He also appeared in the music video of the track ""Faraar"" by Gurinder Gill and Shinda Kahlon Read more on Last.fm",126402,8148999,Karan Aujla
83e2cbee-a6d4-4209-955b-f602b8ee9645,DrefGold, Read more on Last.fm,26138,825675,Tony Boy
b05a2fc6-147e-46e3-8f07-8243a9512929,o k h o,"producer born in 1998, who runs with the name o k h o. 

https://soundcloud.com/iamokho
https://ookho.bandcamp.com Read more on Last.fm",186146,1484067,sleepdealer
8f6863f0-6595-4849-af5e-4d2d4986df5d,Raggio, Read more on Last.fm,4156,46283,Shoda Monkas
9e8036ec-9d13-45af-846a-250e3226a983,Ace Cino,"Ace Cino is a rapper from Detroit, Michigan. Read more on Last.fm",10075,153591,NUK
49b9b10d-6795-4d54-8f43-a277210f4d2b,Sho-Hai,"Sho-Hai is an alias of Spanish rapper Sergio Rodríguez Fernández, a dark-humored lyricist who also goes by Hate, Gran Mago Beodo, and Yuen Shiao Tie. Active since the mid-'90s, he was a member of the groups Bufank and Violadores del Verso. As Hate, he recorded the album Doble Vida in Los Angeles and released it in 2011. Read more on Last.fm",13598,326640,R de Rumba
8e15fbbd-39df-4760-874f-0db1e0214262,Hash,"There are (at least) five artists named HASH:

1. Hash is a rock band who released their self-titled CD on Elektra Records in 1993, produced by Tom Werman for Julia's Music.

2. Hash is a rapper who is signed to Cosa Nostra Entertainment.  He is also part of the group I-Mac which is signed under the same label.

His offical myspace is www.myspace.com/detroithashish

3. Hash is a beatmaker from Toronto, Canada. His official Facebook page is at http://www.facebook.com/pages/Hash/325139006159 Read more on Last.fm",4939,33068,AbTB
7fb4a3df-377c-41c0-91ee-f286ecca1e0f,De La Ghetto,"Rafael Castillo was born September 17 in New York. After residing in Seattle and Europe, his family decides to move to La Perla, Viejo San Juan, when he was a teenager. Son of a Puerto Rican mother and a Dominican father, who was killed when he was 6 months old, this young artist has gained the love of many fans due to the collaboration of many artists.  De La Ghetto gained his popularity when he first released his theme “Pégate” along with his Read more on Last.fm",296868,3398447,J Alvarez
2777132f-5106-4eec-b4b1-de6b8d5e762c,Nadal015, Read more on Last.fm,8166,214962,Hard GZ
eb90c8b8-d733-4c14-a293-105c3d1ba9b3,Becky G,"Rebbeca Marie Gomez, known professionally as Becky G, was born in Los Angeles on March 2, 1997. She is an American rapper, singer, and songwriter. Her musical career began in 2009 when she joined a girl group called G.L.A.M., and later another group named B.C.G.. Before her music career took off, Becky had already made small appearances in modeling and acting.

Her breakthrough came in 2011 when she posted a remake of Kanye West and Jay-Z’s Otis on YouTube. Read more on Last.fm",1417785,24961719,Natti Natasha
73baae70-ce25-40e2-b52a-3c19089fac57,Un Kasa,"ANTONIO WILDER AKA UNKASA WAS BORN IN HARLEM ,NY IN THE 70S. HE WAS BORN TO BE A STAR. HE HAS BEEN RAPPIN AND WRITING SONGS SINCE HE WAS NINE YEARS OLD. 

HIS FIRST LOVE WAS DANCING BUT WHEN HIS GODBROTHER INTRODUCED HIM TO HIP HOP MUSIC THAT WAS HIS TOP FOCUS. WHEN HE WAS NINTEEN HE GOT HIS FIRST RECORDING DEAL ON BLACKGROUND RECORDS, BARRY HANKERSON SIGNED HIM IN FIFTEEN MINUTES AT THE FIRST MEETING, BUT THE DEAL AT BLACKGROUND DID NOT LAST LONG DO TO THE FACT THAT LABEL CHANGE STAFF . UNKASA WAS OUT OF A RECORD DEAL .  Read more on Last.fm",3713,20422,shiest bubz
60f9be70-fc4d-421f-944a-460bba6cdcfb,La Gra$a, Read more on Last.fm,5814,132972,Zof ziro
3791b54e-c6f7-4db0-8660-5e8de6ccc98d,Sten Joddi,"Sten Joddi is an enrolled member of the Mvskoke Creek Nation Tribe of Oklahoma. He is one of the most prolific Underground Native HipHop Artist out today. In the past few years, StenJoddi has been a major factor in breaking down Native Stereotypes in many aspects of life. He is an accomplished HipHop Artist recently Winning 2022 Best Male HipHop Artist Of The Year at The International Indigenous HipHop Awards Show. With 7 full length Studio Albums Read more on Last.fm",1259,6854,Boogey The Beat
