artist,bio,listeners,playcount,similar_artist
Chino & Nacho,"Chino & Nacho is a Venezuelan pop duo, consisting of Jesús Alberto Miranda Perez (Chino - born November 15, 1984) and Miguel Ignacio Mendoza (Nacho - born August 22, 1983). In 2010, the group won the Latin Grammy Award under the category of Best Urban Music Album for their album, Mi Niña Bonita.

Before making a duo, Chino and Nacho were both part of a boy band Calle Ciega. That was where they started their musical career, and released five albums, and had their hit single, Mi Cachorrita. Read more on Last.fm",241618,2472748,Joey Montana
Piso 21,"Juan David Castaño (el llanero), David Escobar (Dim), Juan David Huertas (El profe) y Pablo Mejía (Pablito), son los integrantes del grupo que ahora suena en las emisoras de la ciudad de medellin, Piso 21.

El mayor tiene solo 26 años y el menor 21. Son jóvenes, sí, pero ya son conscientes de su éxito y más que un grupo, ellos se consideran una familia, pues lo más importante, antes de cantar, es la unión y la lealtad a su amistad.

Todo Read more on Last.fm",323144,5981033,Manuel Turizo
D.OZi, Read more on Last.fm,4584,35471,Benny Benni
Los De La Nazza, Read more on Last.fm,30297,222006,Sammy & Falsetto
TIMBALIVE,"BIOGRAPHY:

 The Timbalive proyect burst into the music scene in Miami in August 2008, created by Leo Garcia (Director, Timbals, Vocals), offering the best of Cuban Music with a mix of different rhytms from around the world and sophinsticated production techniques, offering a spectacular live show.
Timbalive is a group of Miami, and all membersare highly trained musicians from music schools in Cuba, some of them have played with the better known around the world as Amaury Gutierrez Read more on Last.fm",14967,175674,El Niño y la Verdad
Yandel,"Yandel is half of the superstar reggaeton duo Wisin & Yandel, who enjoyed mainstream breakthrough success with Pa'l Mundo (2005). Born Llandel Veguilla Malavé on January 14, 1977, in Cayey, Puerto Rico, he and Wisin began performing as a duo in the late '90s (Yandel then billing himself as ""Llandel"") and made their album debut in 2000 with Los Reyes del Nuevo Milenio. They later made the jump to a major label in 2003 with Mi Vida... My Life, their first for Universal subsidiary Machete Music. Read more on Last.fm",482050,8972275,Wisin
Dasoul, Read more on Last.fm,45962,324175,DCS
Cali Flow Latino, Read more on Last.fm,16182,95407,Anddy Caicedo
Demaro Small, Read more on Last.fm,68,165,Lowlight
Maikel Delacalle, Read more on Last.fm,85898,1093520,Rels B
Espinoza Paz,"Isidro Chávez Espinoza (29 de octubre de 1982, Angostura, Sinaloa, México), más conocido como Espinoza Paz, es un músico y compositor mexicano de Musica Norteña y Banda. Aproximadamente a los 11 años escribió su primera canción, cuando se enamoró de una compañera de su escuela. A los 13 años ya contaba con alrededor de 20 canciones.

Con una carrera en un plan totalmente ascendente, Isidro Chávez, mejor conocido en el mundo de la música Read more on Last.fm",119457,1719133,Calibre 50
La Insuperable, Read more on Last.fm,11656,83754,La Perversa
Jorge Drexler,"Jorge Drexler (n. Montevideo; September 21, 1964), is a critically acclaimed Uruguayan singer/songwriter who resides in Spain, began his recording career in the early 90's but didn't experience mainstream breakthrough success until his seventh album, Eco (2004), and its Oscar-winning song ''Al Otro Lado Del Río''.

He comes from a Jewish family that fled persecution in Germany. He studied to become an otolaryngologyst (i.e., ear, throat, and nose doctor) like his parents but ultimately chose to pursue his passion for music.  Read more on Last.fm",320944,12178337,Silvio Rodríguez
Leka el Poeta, Read more on Last.fm,30714,130492,Latin Fresh
Enrique Iglesias,"Enrique Miguel Iglesias Preysler (born 8 May 1975) is a Spanish singer and songwriter. He started his recording career in the mid-1990s on the Mexican label Fonovisa and became the bestselling Spanish-language act of the decade. By the turn of the millennium, he made a successful crossover into the mainstream English-language market. He signed a multi-album deal with Universal Music Group for US$68 million with Universal Music Latino to release his Spanish albums and Interscope Records to release English albums. Read more on Last.fm",2672777,53365157,Ricky Martin
Luciana,"There are more artists with the name Luciana. 

1. Luciana Caporaso (born 3rd of June, 1977 in London) is an upcoming new sound and style icon of Italian and British descent. Before she shot to underground fame as featured on a number 2 track ""Yeah Yeah"" with Bodyrox she was in pop/rock band Shooter who scored a track called ""Life's A Bitch"" on the Dawson's Creek soundtrack in 1999, previously featured on 4 songs on crush's self-titled album in 1997 and a solo album entitled One More River prior to that, in 1994. Read more on Last.fm",40712,313789,Richard Vission
D' La Crem, Read more on Last.fm,10808,88720,Pedro Calderon
Jone Quest, Read more on Last.fm,547,2720,Juanka
Alex Goot,"Alex Goot (sometimes known just as 'Goot') is a one man pop rock / power pop and acoustic band from Poughkeepsie, New York. He provides the vocals, drums, guitars, keyboards & programming for all his songs, some of which are his own written work and others are covers of classic and modern pop songs.

He began recording music in 2004 at the age of 16 and since then has gained popularity from his profiles on websites such as Purevolume and Myspace, Read more on Last.fm",136186,2410036,Tyler Ward
Future,"Nayvadius DeMun Cash (born Nayvadius DeMun Wilburn), better known by his stage name Future, is an American rapper, singer, songwriter, and record producer from the Kirkwood neighborhood of Atlanta, Georgia.

After releasing a series of moderately successful mixtapes between 2010 and 2011, Future signed a major label deal with Epic Records and fellow American rapper Rocko's A1 Recordings, which helped launch his label imprint Freebandz. Future subsequently began working on his debut studio album Read more on Last.fm",3172722,450045527,Young Thug
Los 4, Read more on Last.fm,24858,394755,El Kimiko Y Yordy
Xriz, Read more on Last.fm,29094,201748,Henry Mendez
Carlos Baute,"Carlos Roberto Baute Jiménez (born March 8, 1974; Caracas, Venezuela), best known as Carlos Baute, is a Venezuelan singer and television host. His music is mostly in the Latin pop genre, with some ballads and Bachata.

He is the son of Alfonso Baute and Clara Jiménez and he is of Spanish (his father is from Tenerife and his maternal great-grandparents are from Galicia), Cuban (his maternal grandmother) and Venezuelan descent. At age 13, he started a band called ""Los Chamos"" and released an album entitled ""Con un poco de Amor"". Read more on Last.fm",284287,2587594,David Bisbal
Morad,"1) Morad is the stage name of a Catalan rapper of Moroccan descent who was born on March 5, 1999 in L’Hospitalet de Llobregat and who makes drill-style music with an urban and young theme.

2) Morad is french MC hailing from bezbar. He is a member of the french hip hop supergroup; Scred Connexion.

3) Morad is a young lad (27) from Northampton, England who currently resides in Sydney, Australia.  His sound is best described as 'Raw, uplifting acoustica for lost souls'. Read more on Last.fm",200413,8884616,Baby Gang
Klasico, Read more on Last.fm,75046,491603,Ozuna
LOWLIGHT,"There are multiple artists with this name.

1. A rock band from New Jersey whose debut album ""Where Do We Go From Here"" released in August 2016. https://www.facebook.com/lowlightnj/

2. A group formed in late 2012 by Matt Miller and Stephen Green, incorporating elements of shoegaze, new wave, goth rock and post punk. https://www.facebook.com/lowlightSA

3. A duo of spanish producers that have worked with some of the most important urban artists in Spain,
 such as Yung Beef and Bad Gyal. Read more on Last.fm",13454,115542,Un Titico
Don Omar,"William Omar Landrón (born February 10, 1978 in Puerto Rico), better known as Don Omar, is a reggaeton singer. He is one of the most well known reggaeton artists in Latin America. His cross over success in the U.S. has given him more exposure to English speaking Reggaeton fans, making him one of the more recognizable faces of Reggaeton along with Daddy Yankee and Tego Calderón. Don Omar's popularity is currently rising and he recently appeared on MTV. Read more on Last.fm",1781081,33348626,Daddy Yankee
Darkiel, Read more on Last.fm,24279,981413,Juanka
Ñejo,"Originally from Ponce, Puerto Rico. Usually heard alongside Dalmata as a puerto rican duo. Recently released ""Broke and Famous.""


more  information 

Ñejo & Dálmata, also known as Ñejo y Dálmata, are a reggaeton duo from Ponce, Puerto Rico. They had worked together in collaborations with other reggaeton artists before they released their album Broke & Famous in 2007. Some of Ñejo's and some of Dálmata's songs have reached the Billboard 200 in 2006 and 2007. Read more on Last.fm",117497,1232958,Kevin Roldan
Juanes,"Juan Esteban Aristizábal Vásquez (born August 9, 1972), best known as Juanes, is a rock musician from Medellín, Colombia. When he was younger, his father started calling him Juanes, rather than Juan, a contraction of his two first names Juan and Esteban. As his friends grew to know him by this name, he chose to keep it for his musical career, which started when he, Andrés García, Fernando ""Toby"" Tobón and José David Lopera, formed the rock band Ekhymosis in 1988. Read more on Last.fm",1193771,21517548,Bacilos
Voltio,"Voltio is Reggaeton artist from Puerto Rico. His real name is Julio Ramos, he is currently signed to White Lion Records Label along with reggaeton fellow artists Zion Y Lennox, Tego Calderon,Tony ""Lenta"",""Pirulo"" & Calle 13. He is known for hits like ""Bumper"" ""Julito Maraña"" & his most recently ""Chulin Culin Chunfly"" of his new album ""Voltio"" which did really good on billboard's charts. Read more on Last.fm",95160,557368,Tego Calderón
Quimico Ultra Mega, Read more on Last.fm,26630,153528,El Mayor Clasico
La Sonora Dinamita,"La Sonora Dinamita is a Colombian cumbia group. As one of the first cumbia groups to reach international success, it is credited with helping to popularize the genre throughout Latin America.

The original orchestra was formed in 1960 in Cartagena de Indias under the direction of bandleader Lucho Argaín. It disbanded in 1963, but was re-formed in 1975 under the direction of Julio Ernesto Estrada ""Fruko"" Rincón, the artistic director of the Discos Fuentes record label[1]. Read more on Last.fm",235473,2176830,Los Ángeles Azules
Chiki El De La Vaina, Read more on Last.fm,5557,17299,Braulio Fogon
Yaga & Mackie,"Yaga & Mackie are members of the first generation of Puerto Ricans brought up on Reggaeton to an international level. Born in the late 80’s, artists of their generation began proving themselves to be serious competition for their Reggaeton forefathers. Steeped in the music from childhood, Yaga & Mackie became known for their willingness to experiment and explore ideas off the beaten path. Yaga (Javier Martinez) and Mackie (Luis Pizarro) met one another in 2000, and decided to team up shortly thereafter. Read more on Last.fm",130233,1127596,Trebol Clan
Chris Jedi, Read more on Last.fm,178736,2526325,Dei V
Shaggy,"Shaggy is the name of, at least, two artists.
1, Shaggy (born October 22, 1969, in Kingston, Jamaica as Orville Richard Burrell), is a Jamaican reggae artist who takes his nickname from his shaggy hair. He is especially notable for his distinctive sub-baritone voice.

His family immigrated to the United States and they settled in the neighborhood of Flatbush, Brooklyn, located in New York City, New York, USA.

In 1988, he joined the United States Marine Corps and served during Operation Desert Storm during the Persian Gulf War. Read more on Last.fm",2146319,21191169,Sean Paul
Ozuna,"Juan Carlos Ozuna Rosado (born March 13, 1992), known simply by his surname Ozuna , is a Puerto Rican Latin trap and reggaeton singer who is regarded as the "" New King of Reggaeton"". He has released two successful albums Odisea (2017) and Aura (2018), and since the beginning of his career, he has sold around 15 million records, making him one of the best-selling Latin music artists of all time. He made his acting debut in the film Que León. Read more on Last.fm",916694,27417808,Nicky Jam
Chris Wandell, Read more on Last.fm,10776,47741,Sou El Flotador
Prince Royce,"Geoffrey Royce Rojas was born and raised in the Bronx, New York. His parents are both from the land of bachata, The Dominican Republic. His parents got divorced, so it was just him, his mom, and siblings. Geoffrey loved singing, so one day he asked permission to remake the song ""Stand By Me"". After that song the record company signed him, and he makes many songs. His two popular songs are ""Stand By Me"" and ""Corazon Sin Cara"". He has won two Latin Grammy Awards! Read more on Last.fm",734958,14110184,Romeo Santos
Justin Quiles,"Justin Rafael Quiles Rivera mejor conocido en el ambito musical como J Quiles naciò en Marzo 29 del 1990 en la ciudad de Bridgeport Conneticut. J Quiles es un artista independiente el cual hasta el dia de hoy ha logrado ganarse el apoyo y amor de su fanaticada gracias a su talento natural. Ha logrado hacer canciones con artistas como Juno, Guelo Star, Divino el cual lo apadrino musicalmente hablando entre otros. Agradecido tambien con la ayuda de Read more on Last.fm",266128,4214780,Sech
JC Reyes, Read more on Last.fm,102482,3746741,Beny Jr
Anuel, Read more on Last.fm,1705,9882,Emanuel El Dios Del Trap
Shelow Shaq, Read more on Last.fm,44500,286678,Rochy RD
Kion Studio, Read more on Last.fm,3866,31018,King Magneto
Pyllo Cortes, Read more on Last.fm,1034,9018,Galvan Real
Omar Montes,"Omar Ismael Montes Moreno es un cantante y personaje mediático español que se dio a conocer por sus apariciones en reality shows como Mujeres y hombres y viceversa, Gran Hermano VIP y Supervivientes, así como por su relación con Isa Pantoja, hija de Isabel Pantoja.​ Read more on Last.fm",113806,1919641,Rvfv
Wisin,"Juan Luis Morera Luna, born 19 December 1978, is from Cayey, Puerto Rico. Wisin is better known as a rapper and occasional singer of the Reggaetón genre, from Wisin & Yandel duo.  Wisin is noted for his unique and aggressive style of rapping. Read more on Last.fm",443043,5095116,Yandel
Lyanno,"Edgardo Cuevas Feliciano (22 de abril de 1996) Nació en Puerto Rico. Cantante puertorriqueño, conocido por su nombre artístico Lyanno, nombre derivado de su segundo apellido (Feliciano). Read more on Last.fm",90646,1188630,Omar Courtz
El Guincho,"El Guincho is Pablo Díaz-Reixa, a native of Las Palmas de Gran Canaria living in Barcelona, Spain. Also a member of Coconot, Díaz-Reixa rose to prominence with his 2007 album, Alegranza. His musical style relies heavily on the use of sampling and incorporates elements of Afrobeat, dub, Tropicália and Rock. Read more on Last.fm",212002,4365233,Avey Tare
Miranda!,"Miranda! is an Argentinean electropop band formed in 2002.
Band members include Alejandro Sergi (vocals), Juliana Gattas (vocals), Lolo Fuentes (guitar) and Bruno de Vicenti(programming, who later on left the band. Now they are also performing with Monoto, the new bassist.

The History of Miranda! begins in 2002, when Alejandro Sergi decided to join Juliana Gattas, Lolo Fuentes and Bruno de Vicentis and start a ""techno pop"" music band, though they were classified as a rock band. Read more on Last.fm",374193,19301412,Lali
Luis Fonsi,"Luis Alfonso Rodríguez López-Cepero, more commonly known as Luis Fonsi, (born April 15, 1978 in San Juan, Puerto Rico) is a Latin Grammy winning Puerto Rican singer, composer and soap opera actor.

Fonsi and his family moved to Orlando, Florida, during Fonsi's early childhood. Fonsi's childhood was relatively average for kids his age, beginning to dream about becoming a member of Menudo, arguably Latin America's most famous boy band in history, around the time he was ten years old. Read more on Last.fm",1354258,15507492,Reik
Joyce Santana, Read more on Last.fm,40546,380544,Caleb Calloway
Oscar D'León,"Oscar Emilio León Simoza, better known as Oscar D’León (b. July 11, 1943) is a Venezuelan musician who became internationally famous for his salsa music. In Spanish, he is known as El Sonero del Mundo (“the Son Singer of the World”) or as El Sonero Mayor (“the Great Son Singer”). His most famous song is perhaps “Llorarás,” which he recorded in 1975 with his group La Dimensión Latina. Read more on Last.fm",181735,1206917,Dimension Latina
Jc La Nevula, Read more on Last.fm,13054,77042,Kiko El Crazy
Maluma,"Juan Luis Londoño Arias (Born January 28, 1994, Medellín, Colombia), is a singer of Colombian nationality. He began his musical career at an early age in his hometown of Medellín, there has developed an established career in Latin America, becoming nominated for several awards from major musical relevance.

Prior to serving as a singer, Maluma started in football, a sport he practiced for eight years in a row, reaching the lower divisions of the equipment Atlético Nacional and La Equidad. Read more on Last.fm",988004,30943690,J Balvin
Maldy,A member of the Reggaeton Duo Plan B. He released a solo album titled Reggaeton De Markesina in 2007. Read more on Last.fm,21412,134939,DJ Joe
Kola Loka, Read more on Last.fm,4519,23626,El Micha
50 Cent,"Curtis James Jackson III (born July 6, 1975) professionally known as 50 Cent, is an American rapper, actor, and television producer. He was born in Queens, New York City, and began pursuing a music career in 1996. Between 1999 and 2000, he recorded his debut album ""Power of the Dollar"" for Columbia Records, but its release was canceled after he was shot nine times in May 2000, an incident that also led to his departure from the label. His 2002 mixtape ""Guess Who's Back?"" brought him renewed attention and was discovered by Eminem Read more on Last.fm",4869230,117486541,G-Unit
Deorro,"Erick Orrosquieta (born August 30, 1991), commonly known by his stage name Deorro, is a Mexican-American DJ signed to Ultra Records. He formerly used the name TON!C.

Deorro was born in Los Angeles to Mexican parents. He began his DJ career by playing at local gigs when he was 14. By the time Deorro turned 17, he was already producing his own tracks. In 2012, he was asked by DJ Chuckie to remix his track ""Make Some Noise"". Deorro's remix landed in the top 50 on Beatport. Read more on Last.fm",917001,10032146,Bingo Players
ROSALÍA,"Rosalia Vila Tobella, known mononymously as ROSALÍA is a Spanish singer and songwriter. Born and raised in the outskirts of Barcelona, she has been described as an ""untypical pop star"" due to her genre-bending musical styles. After being enthralled by Spanish folk music at age 13, she studied musicology at Catalonia College of Music while also performing at musical bars and weddings. She completed her studies with honors by virtue of her collaborative cover album with Raül Refree, Los Ángeles and the baccalaureate project El Mal Querer. Read more on Last.fm",1822773,195140030,Judeline
Lirico En La Casa, Read more on Last.fm,53065,454955,El Alfa
DELLAFUENTE,"Artista, que no rapero, under-underground granaíno.

Dellafuente empezó distribuyendo su música en YouTube, en donde ganó fama y tracción desde 2012. Más tarde sus colaboraciones con otros artistas de la escena del trap como Yung Beef y C. Tangana lo catapultaron al éxito nacional, aunque él siempre ha sido muy propio, lo cual se puede ver en su música, difícil de catalogar en un único género.

A donde va llena las salas, y no es de extrañar Read more on Last.fm",131025,5512920,Cruz Cafuné
Leby, Read more on Last.fm,1271,5711,KYOTTO
Mau y Ricky,"For the past few years, Mauricio and Ricky Montaner had been busy writing songs for other artists like Thalía, Miguel Bosé, Diego Boneta, Yuridia, Leslie Grace, to name a few, until recently when they decided the songs they were composing would be for their EP titled Arte under the label of Sony Music.

The young duo, Mau y Ricky, sons of music icon Ricardo Montaner, have released the album's first single, ""Voy Que Quemo,"" a song they decided best represents the music that is coming out in the LP, expected to release in July. Read more on Last.fm",197455,2716080,Piso 21
MC Fioti,"Leandro Aparecido Ferreira, 28 anos, nasceu em Itapecerica da Serra e começou no funk em 2009 como produtor no Capão Redondo, zona sul de São Paulo. Sonhava em ser jogador de futebol, mas se apaixonou pela música e deu novo rumo à carreira. A partir de uma parceria com Mc Pikachu saiu dos bastidores e se lançou como MC. Seu primeiro hit, ""Bum Bum Tam Tam"", lançado em março, tem mais de 194 milhões de visualizações no Youtube. Read more on Last.fm",439558,2780148,MC WM
David Otero,"David Otero Martín (Madrid, 17 de abril de 1980) es un cantante, guitarrista y compositor español. Fue miembro del grupo de pop rock El Canto del Loco (1994-2010). Tras iniciar su carrera en solitario al principio firmó sus discos como El Pescao, y en la actualidad con su propio nombre, David Otero. Read more on Last.fm",21879,252239,Sinsinati
Baby Rasta,"Baby Rasta y Gringo (born July 3, 1978 Wilmer Alicea and Samuel Gerena, respectively) are a Reggaeton duo from Puerto Rico, famous for their track El Carnaval (The Carnival). They were originally called ""Eazy Boyz"". After changing their names they released three albums, New Prophecy in 1998, Fire Live in 2003 and Sentenciados in 2004. Sentenciados came out in both parental advisory and edited versions, and a ""platinum version"", including a bonus DVD, was released in 2005. Read more on Last.fm",86856,497010,Cheka
Asan,"Tomás Santos Juan, mejor conocido como Asan, es un productor, DJ y cantante argentino.

Comenzó en 2017 lanzándose como rapero, produciendo sus propias canciones y lanzandolas en su cuenta de SoundCloud bajo el seudónimo de “Saint T” y/o “Curly Blu”. Luego seguiría su carrera produciendo dubstep junto a Omar Varela y MYKKA para luego formar el sello discografico MUEVA Records, dónde produjo junto a ellos canciones para raperos argentinos que luego terminarían siendo éxitos mundiales Read more on Last.fm",35035,1589800,Khea
Boni & Kelly, Read more on Last.fm,713,3252,Chyno Miranda
Manuel Turizo,"Manuel Turizo Zapata (born April 12, 2000), better known as Manuel Turizo, is a Colombian reggaeton singer and songwriter. Born and raised in Montería, Córdoba, he began making music at the age of thirteen with the influence of his older brother, Julián Turizo. When he was sixteen he independently recorded and  three singles: ""Baila Conmigo"", ""Vámonos"" and ""Una Lady Como Tú"", the latter gained wide popularity in 2017, and shortly after he signed under the label La Industria Inc. Read more on Last.fm",503751,9420422,Piso 21
Arcángel,"Austin Santos, conocido como Arcangel, nació en Nueva York el 23 de diciembre de 1985. Honrando su ascendencia puertorriqueño-dominicana, se trasladó a Puerto Rico en 1999 para dedicarse al reggaetón.

En 2007, Arcangel comenzó su carrera solo trabajando en un sencillo con DJ Nelson, considerado el padrino del reggaetón. La canción, “Chica Virtual”, apareció en el álbum de recopilación de Nelson “Flow La Discoteka 2” y se hizo popular en las radios urbanas. Read more on Last.fm",434362,14066449,De La Ghetto
Guaynaa, Read more on Last.fm,124753,1201187,Maluma
Noriel, Read more on Last.fm,68179,733072,Juhn
Amenazzy,"José Daniel Betances, or as he is better known, El Nene La Amenazzy, is a popular Spanish-language R&B artist known for hit singles like ""Me Hace Falta"" and ""Mugeriego."" Read more on Last.fm",109232,1372731,Rochy RD
Jowell & Randy,"Joel A. Muñoz Martínez was born in Springfield, Massachusetts on March 3, 1982. Randy Acevedo Ortiz was born in San Juan, Puerto Rico. They had previous years of experience, singing reggaeton and being a part of many albums before becoming the duo of Jowell & Randy. Jowell had recorded his first song in 1996 entitled ""Los Fugitivos"", Randy recorded his first song in 1998, being a part of a CD produced by In The House magazine, alongside other various artists. Read more on Last.fm",255971,3259561,Wisin & Yandel
Ms. Nina,http://www.elconfidencial.com/cultura/2016-04-17/ms-nina-reggaeton-espana-mujeres_1183228/ Read more on Last.fm,3581,38633,BadGyal
Oro Solido,"Raul Acosta, better known in the music industry as ""El Presidente del Merengue,"" was born in Santo Domingo, Dominican Republic on September 8, 1971. Born into a musical family, at the age of seven, he and his older brothers Iván and Rafael, in addition to local neighborhood kids, started a pre-adolescent music group called ""Los Sobrinos Del Rey"". This was the Dominican version of the Jackson 5. With this early experience, Raul was able to develop his musical talent as well as his stage presence. Read more on Last.fm",152601,1131425,Mala Fe
Dustin Richie, Read more on Last.fm,3836,39130,Joel Santos
DJ Nelson,"Nelson Díaz Martinez (born on April 7, 1972 in San Juan, Puerto Rico), known artistically as DJ Nelson is a DJ/producer who played a significant role in the development and popularization of reggaeton.[1] He first made a name for himself as part of the Noise, a club-centered collective that was spawned in 1992. The Noise—composed of DJs, MCs, producers, and club coordinators—hosted a long-lasting series of club nights in San Juan that were vital to the development and popularization of reggaeton. Read more on Last.fm",97268,696652,Zion
091,"091 were a rock band from Granada (Spain) that were active from 1982 to 1996. They published 7 studio albums and a live one. Antonio Arias, bassist for the band, left to create Lagartija Nick in 1991.

Resurrected on 2016! Read more on Last.fm",22191,289792,José Ignacio Lapido
DaniMflow, Read more on Last.fm,2463,18893,Pyllo Cortes
KAROL G,"Carolina Giraldo Navarro, professionally known as Karol G, is a Colombian singer. She is predominantly described as a reggaeton and Latin trap artist but has experimented with a variety of other genres including reggae and sertaneja. In 2018, she won the Latin Grammy Award for Best New Artist and has been nominated for several Billboard Latin Music Awards and Premios Lo Nuestro awards.

Born and raised in Medellín, Giraldo launched her career as a teenager, appearing on the Colombian version of The X Factor at age 14 in 2004. Read more on Last.fm",1408795,73053266,Natti Natasha
Yannc, Read more on Last.fm,72638,697613,oken
Chael Produciendo, Read more on Last.fm,1823,6673,Kiko El Crazy
Buuoy, Read more on Last.fm,3309,19215,Koreko
Neo Pistea,"Sebastián Ezequiel Chinellato, conocido artísticamente como Neo Pistéa, es un cantautor argentino nacido el 5 de octubre de 1994 en Buenos Aires, Argentina.

El cantante comenzó a relacionarse con el ambiente del Hip-Hop a temprana edad, con solo 16 años empezó a rapear junto a King Team y Vasuras Crew.

En 2016, la carrera del artista dio un gran salto debido a grandes hits que lanzo en dicho año, como “Elvira”, “Oro Y Perfume”, “Tumbando El Club”, entre otros. Read more on Last.fm",63168,2541966,Ysy A
Natalia Lafourcade,"María Natalia Lafourcade Silva (born 26 February 1984) is a Mexican pop and folk singer-songwriter who since her debut in 2003 has been one of the most successful singers in Latin America. Lafourcade's voice has been categorized as a lyric soprano.

Lafourcade was born in Mexico City, Mexico, surrounded by music and art. Her father is the Chilean musician Gastón Lafourcade who had French parents and her mother is the pianist María del Carmen Silva Contreras. Read more on Last.fm",784201,27563307,Natalia y La Forquetina
Camilo,"Camilo Echeverri was the winner of XS Factor 2007 in Colombia. Camilo was born on the 16th March 1994 in Medellin, Colombia, but when he was 4 years old he moved to Monteria. Read more on Last.fm",364216,7336634,Mike Bahía
MYKKA, Read more on Last.fm,1498,3995,Andrea Mir
Guayacán Orquesta,"Guayacán Orquesta is a Colombian salsa music band.

The band was founded by Alexis Lozano, formerly of Grupo Niche, trombone player and arranger, and includes Israel Tanenbaum, producer, pianist and arranger, and is one of the premier salsa bands in the music of Colombia. Ostual Serna is the current congo player. Read more on Last.fm",90846,785670,Grupo Niche
Nyno Vargas, Read more on Last.fm,19200,151725,Nikone
Rita Payés,"Rita Payés Roma (Vilassar del Mar, September 29, 1999) is a Catalan jazz and bossa nova composer, trombonist and singer. She started as a trombonist in a family full of musicians. Later she studied at the IEA Oriol Martorell high school and joined the Sant Andreu Jazz Band, directed by Joan Chamorro. Read more on Last.fm",151173,1633850,Valeria Castro
Papi Sousa, Read more on Last.fm,41154,589087,ALVAR0 DAYS
Sixto Rein, Read more on Last.fm,15991,72449,Gustavo Elis
De La Ghetto,"Rafael Castillo was born September 17 in New York. After residing in Seattle and Europe, his family decides to move to La Perla, Viejo San Juan, when he was a teenager. Son of a Puerto Rican mother and a Dominican father, who was killed when he was 6 months old, this young artist has gained the love of many fans due to the collaboration of many artists.  De La Ghetto gained his popularity when he first released his theme “Pégate” along with his Read more on Last.fm",296970,3400556,J Alvarez
Jada Facer,"Jada Facer (born 18 March, 2001) is an actress and singer born in St. George but living in Los Angeles, California, United States since 2010. Jada founded a performing group in 2009 and started singing in St. George and later started to sing solo. She later competed in The American Family Talent Search and placed in the finals. It was on a trip to Los Angeles that Jada was discovered by Trisanne Marin from LA Management. She was quickly signed and is now living in Los Angeles. Read more on Last.fm",53418,490202,Noelle Johnson
Ken-Y,"José Nieves (R.K.M) and Kenny Vázquez (Ken-Y), both of Gurabo, Puerto Rico, are a Grammy Award-nominated reggaeton duo.

The duo started their career of music in high school. R.K.M (formerly known as ""Rakim"" but changed to avoid confusion with established Hip-Hop artist Rakim) was inspired by the recent explosion of reggaeton music in the 90's. He encouraged Ken-Y to join him to form a duo. They later would perform at sweet 16 birthday parties and public events. Read more on Last.fm",34386,232588,Dyland & Lenny
Coqeéin Montana, Read more on Last.fm,4264,55643,Kmd Label
VI Seconds,"VI Seconds (born 1991) is a rapper from Brooklyn, New York. He started his career under the name Shizzy Sixx, later changing it to Shizzy VI and then changing it to VI Seconds. He started out mostly rapping about anime, video games, and TV shows, but as of a few years ago he decided he wanted to be known for his bars instead of a gimmick.

In 2014 he changed his name to VI Seconds and released his mixtape, Animated.

In 2016 he released his second mixtape Read more on Last.fm",12641,308783,Token Black
Dalmata,"Fernando Mangual Vazquez, artistically known as Dálmata, was born on February 29, 1980. The youngest out of three brothers, Dalmata was raised in the place that has become part of his identity and style: Ponce, Puerto Rico. 
Dalmata demonstrated a passion for music at a very young age. He studied music theory and also belonged to the chorus at La Escuela de Ponce. Before being involved in reggaeton, his vision was to have a rock band because it was like the trend at the time. Read more on Last.fm",131419,1165964,Ñejo & Dalmata
Bizarrap,"Gonzalo Julián Conde, known artistically as Bizarrap, is an Argentine music producer and DJ. 

He specialises in genres such as trap, electronic music and rap. He is known for his Bzrp Music Session and his Bzrp Freestyle Sessions, which he performs with different artists. Read more on Last.fm",909416,45120281,Milo j
Pablo Chill-E,"Pablo Chill-E, is a Chilean rapper who uses Autotune and synthetyzers to bend his voice, rapping about common worldwide themes like drugs, crime, sex and money alongside a pre recorded sample of reggaeton music. This merge is known as ""Latin Trap"".
Collaborating with Spanish trap artists Yung Beef and Kaydy Cain, he gained recognition through the EP ""Antijiles."" Besides his known cliche lyrics of the style, he also addresses political corruption, societal opportunities, friendship, and the unique context of his home country. Read more on Last.fm",117099,7825886,Harry Nach
La Joaqui,"Joaquinha Lerena de la Riva, Argentina (25 de octubre de 1993) Actriz, cantautora, compositora y Rapera, nacida en la ciudad de Mar del Plata, vivió su infancia en Costa Rica, y volvió a Argentina en su adolescencia. 
Luego de su complicada vida en otro país, vuelve y se reencuentra con un amigo que la lleva a una competencia de freestyle de la cual participa y hace furor entre los participantes. 
Poco a poco fue adentrándose en la música, logrando Read more on Last.fm",98257,2022928,Salastkbron
Kenai,"Since forming in 2006, the Southend-On-Sea six piece have built up a strong following and defined a unique and powerful sound. On the back of a series of live shows Kenai were picked up for an album deal by German label Redfield Records (USA’s Jeff Caudill, Canada’s Sights & Sounds) – www.redfield-records.de. The band are set to release their new album in early 2010.

As a warm up to 2010, the band are set to release their cover of the Ne-Yo song “Closer” (the song is available as a download now). Read more on Last.fm",31633,422221,Shadows Chasing Ghosts
Mike Duran, Read more on Last.fm,7608,57693,Benny Benni
Carlitos Rossy, Read more on Last.fm,28889,181811,RONALD EL KILLA
